#chrom	chromStart	chromEnd	start	end	gene	plusminus65bpexonlength	exonlength	averagemappabilityl1000m0	exonbelow1mappabilityl1000m01yes0no	positionsbelow1mappabilityl1000m0	percpositionsbelow1mappabilityl1000m0	maxcontigousbasesmappabilityl1000m0
chr1	13495902	13496610	13495967	13496545	PRAMEF16	709	579	0.909732016925	True	128	0.18053596615	128
chr1	13523672	13524380	13523737	13524315	PRAMEF20	709	579	0.5	True	709	1	709
chr1	13523672	13524380	13523737	13524315	PRAMEF21	709	579	0.5	True	709	1	709
chr1	13526247	13526938	13526312	13526873	PRAMEF20	692	562	0.5	True	692	1	692
chr1	13526247	13526938	13526312	13526873	PRAMEF21	692	562	0.5	True	692	1	692
chr1	13607702	13608393	13607767	13608328	PRAMEF7	692	562	0.5	True	692	1	692
chr1	13607702	13608393	13607767	13608328	PRAMEF8	692	562	0.5	True	692	1	692
chr1	13609178	13609883	13609243	13609818	PRAMEF7	706	576	0.424929028329	True	706	1	706
chr1	13609178	13609883	13609243	13609818	PRAMEF8	706	576	0.424929028329	True	706	1	706
chr1	13610136	13610552	13610201	13610487	PRAMEF7	417	287	0.5	True	417	1	417
chr1	13610136	13610552	13610201	13610487	PRAMEF8	417	287	0.5	True	417	1	417
chr1	13645699	13646410	13645764	13646345	PRAMEF15	712	582	0.5	True	712	1	712
chr1	13645699	13646410	13645764	13646345	PRAMEF9	712	582	0.5	True	712	1	712
chr1	13648030	13648721	13648095	13648656	PRAMEF15	692	562	0.499459520231	True	692	1	692
chr1	13648030	13648721	13648095	13648656	PRAMEF9	692	562	0.499459520231	True	692	1	692
chr1	13695460	13696163	13695525	13696098	PRAMEF18	704	574	0.797585227273	True	285	0.404829545455	285
chr1	13695460	13696163	13695525	13696098	PRAMEF19	704	574	0.797585227273	True	285	0.404829545455	285
chr1	13697042	13697750	13697107	13697685	PRAMEF18	709	579	0.5	True	709	1	709
chr1	13697042	13697750	13697107	13697685	PRAMEF19	709	579	0.5	True	709	1	709
chr1	13698007	13698423	13698072	13698358	PRAMEF18	417	287	0.5	True	417	1	417
chr1	13698007	13698423	13698072	13698358	PRAMEF19	417	287	0.5	True	417	1	417
chr1	13716736	13717444	13716801	13717379	PRAMEF17	709	579	0.909732016925	True	128	0.18053596615	128
chr1	13744532	13745240	13744597	13745175	PRAMEF20	709	579	0.5	True	709	1	709
chr1	13744532	13745240	13744597	13745175	PRAMEF21	709	579	0.5	True	709	1	709
chr1	13747107	13747798	13747172	13747733	PRAMEF20	692	562	0.5	True	692	1	692
chr1	13747107	13747798	13747172	13747733	PRAMEF21	692	562	0.5	True	692	1	692
chr1	16999433	17000072	16999498	17000007	FAM231A	640	510	0.95703125	True	55	0.0859375	55
chr1	17060382	17061021	17060447	17060956	FAM231A	640	510	0.54375	True	584	0.9125	584
chr1	24306616	24306810	24306681	24306745	SRSF10	195	65	0.974358974359	True	10	0.0512820512821	10
chr1	25688953	25689109	25689018	25689044	RHCE	157	27	0.5	True	157	1	157
chr1	39977363	39977641	39977428	39977576	BMP8A	279	149	0.827956989247	True	96	0.344086021505	96
chr1	47546230	47546404	47546295	47546339	CYP4Z1	175	45	0.814285714286	True	65	0.371428571429	65
chr1	103960732	103960911	103960797	103960846	LOC101928436	180	50	0.5	True	180	1	180
chr1	103971844	103972060	103971909	103971995	LOC101928436	217	87	0.5	True	217	1	217
chr1	103975448	103975749	103975513	103975684	LOC101928436	302	172	0.5	True	302	1	302
chr1	104164134	104164386	104164199	104164321	AMY2A	253	123	0.5	True	217	1	217
chr1	104164351	104164580	104164416	104164515	AMY2A	230	100	0.5	True	230	1	230
chr1	104168114	104168433	104168179	104168368	AMY2A	320	190	0.5	True	320	1	320
chr1	104198888	104199185	104198953	104199120	AMY1A	298	168	0.333333	True	298	1	298
chr1	104198888	104199185	104198953	104199120	AMY1B	298	168	0.333333	True	298	1	298
chr1	104198888	104199185	104198953	104199120	AMY1C	298	168	0.333333	True	298	1	298
chr1	104199401	104199677	104199466	104199612	AMY1A	277	147	0.333333	True	277	1	277
chr1	104199401	104199677	104199466	104199612	AMY1B	277	147	0.333333	True	277	1	277
chr1	104199401	104199677	104199466	104199612	AMY1C	277	147	0.333333	True	277	1	277
chr1	104200351	104200678	104200416	104200613	AMY1A	328	198	0.333333	True	328	1	328
chr1	104200351	104200678	104200416	104200613	AMY1B	328	198	0.333333	True	328	1	328
chr1	104200351	104200678	104200416	104200613	AMY1C	328	198	0.333333	True	328	1	328
chr1	104200997	104201357	104201062	104201292	AMY1A	361	231	0.333333	True	361	1	361
chr1	104200997	104201357	104201062	104201292	AMY1B	361	231	0.333333	True	361	1	361
chr1	104200997	104201357	104201062	104201292	AMY1C	361	231	0.333333	True	361	1	361
chr1	104201967	104202230	104202032	104202165	AMY1A	264	134	0.641413962121	True	142	0.537878787879	142
chr1	104201967	104202230	104202032	104202165	AMY1B	264	134	0.641413962121	True	142	0.537878787879	142
chr1	104201967	104202230	104202032	104202165	AMY1C	264	134	0.641413962121	True	142	0.537878787879	142
chr1	104206888	104207207	104206953	104207142	AMY1A	320	190	0.333333	True	320	1	320
chr1	104206888	104207207	104206953	104207142	AMY1B	320	190	0.333333	True	320	1	320
chr1	104206888	104207207	104206953	104207142	AMY1C	320	190	0.333333	True	320	1	320
chr1	104230006	104230325	104230071	104230260	AMY1A	320	190	0.5	True	320	1	320
chr1	104230006	104230325	104230071	104230260	AMY1B	320	190	0.5	True	320	1	320
chr1	104230006	104230325	104230071	104230260	AMY1C	320	190	0.5	True	320	1	320
chr1	104231515	104231770	104231580	104231705	AMY1A	256	126	0.5	True	236	1	236
chr1	104231515	104231770	104231580	104231705	AMY1B	256	126	0.5	True	236	1	236
chr1	104231515	104231770	104231580	104231705	AMY1C	256	126	0.5	True	236	1	236
chr1	104231751	104231999	104231816	104231934	AMY1A	249	119	0.921686746988	True	39	0.156626506024	39
chr1	104231751	104231999	104231816	104231934	AMY1B	249	119	0.921686746988	True	39	0.156626506024	39
chr1	104231751	104231999	104231816	104231934	AMY1C	249	119	0.921686746988	True	39	0.156626506024	39
chr1	104234045	104234297	104234110	104234232	AMY1A	253	123	0.451251395257	True	214	0.845849802372	214
chr1	104234045	104234297	104234110	104234232	AMY1B	253	123	0.451251395257	True	214	0.845849802372	214
chr1	104234045	104234297	104234110	104234232	AMY1C	253	123	0.451251395257	True	214	0.845849802372	214
chr1	104234984	104235247	104235049	104235182	AMY1A	264	134	0.333333	True	264	1	264
chr1	104234984	104235247	104235049	104235182	AMY1B	264	134	0.333333	True	264	1	264
chr1	104234984	104235247	104235049	104235182	AMY1C	264	134	0.333333	True	264	1	264
chr1	104235857	104236217	104235922	104236152	AMY1A	361	231	0.333333	True	361	1	361
chr1	104235857	104236217	104235922	104236152	AMY1B	361	231	0.333333	True	361	1	361
chr1	104235857	104236217	104235922	104236152	AMY1C	361	231	0.333333	True	361	1	361
chr1	104236536	104236863	104236601	104236798	AMY1A	328	198	0.333333	True	328	1	328
chr1	104236536	104236863	104236601	104236798	AMY1B	328	198	0.333333	True	328	1	328
chr1	104236536	104236863	104236601	104236798	AMY1C	328	198	0.333333	True	328	1	328
chr1	104237537	104237813	104237602	104237748	AMY1A	277	147	0.5	True	277	1	277
chr1	104237537	104237813	104237602	104237748	AMY1B	277	147	0.5	True	277	1	277
chr1	104237537	104237813	104237602	104237748	AMY1C	277	147	0.5	True	277	1	277
chr1	104238029	104238326	104238094	104238261	AMY1A	298	168	0.590604026846	True	244	0.818791946309	244
chr1	104238029	104238326	104238094	104238261	AMY1B	298	168	0.590604026846	True	244	0.818791946309	244
chr1	104238029	104238326	104238094	104238261	AMY1C	298	168	0.590604026846	True	244	0.818791946309	244
chr1	104293027	104293324	104293092	104293259	AMY1A	298	168	0.333333	True	298	1	298
chr1	104293027	104293324	104293092	104293259	AMY1B	298	168	0.333333	True	298	1	298
chr1	104293027	104293324	104293092	104293259	AMY1C	298	168	0.333333	True	298	1	298
chr1	104293540	104293816	104293605	104293751	AMY1A	277	147	0.333333	True	277	1	277
chr1	104293540	104293816	104293605	104293751	AMY1B	277	147	0.333333	True	277	1	277
chr1	104293540	104293816	104293605	104293751	AMY1C	277	147	0.333333	True	277	1	277
chr1	104294490	104294817	104294555	104294752	AMY1A	328	198	0.333333	True	328	1	328
chr1	104294490	104294817	104294555	104294752	AMY1B	328	198	0.333333	True	328	1	328
chr1	104294490	104294817	104294555	104294752	AMY1C	328	198	0.333333	True	328	1	328
chr1	104295136	104295496	104295201	104295431	AMY1A	361	231	0.333333	True	361	1	361
chr1	104295136	104295496	104295201	104295431	AMY1B	361	231	0.333333	True	361	1	361
chr1	104295136	104295496	104295201	104295431	AMY1C	361	231	0.333333	True	361	1	361
chr1	104296106	104296369	104296171	104296304	AMY1A	264	134	0.597853356061	True	165	0.625	165
chr1	104296106	104296369	104296171	104296304	AMY1B	264	134	0.597853356061	True	165	0.625	165
chr1	104296106	104296369	104296171	104296304	AMY1C	264	134	0.597853356061	True	165	0.625	165
chr1	104299352	104299600	104299417	104299535	AMY1A	249	119	0.5	True	229	1	229
chr1	104299352	104299600	104299417	104299535	AMY1B	249	119	0.5	True	229	1	229
chr1	104299352	104299600	104299417	104299535	AMY1C	249	119	0.5	True	229	1	229
chr1	104299581	104299836	104299646	104299771	AMY1A	256	126	0.5	True	256	1	256
chr1	104299581	104299836	104299646	104299771	AMY1B	256	126	0.5	True	256	1	256
chr1	104299581	104299836	104299646	104299771	AMY1C	256	126	0.5	True	256	1	256
chr1	104301026	104301345	104301091	104301280	AMY1A	320	190	0.333333	True	320	1	320
chr1	104301026	104301345	104301091	104301280	AMY1B	320	190	0.333333	True	320	1	320
chr1	104301026	104301345	104301091	104301280	AMY1C	320	190	0.333333	True	320	1	320
chr1	108774813	108775115	108774878	108775050	NBPF4	303	173	0.5	True	303	1	303
chr1	108778827	108779096	108778892	108779031	NBPF4	270	140	0.5	True	270	1	270
chr1	108779844	108780025	108779909	108779960	NBPF4	182	52	0.333333	True	182	1	182
chr1	108781305	108781646	108781370	108781581	NBPF4	342	212	0.333333	True	342	1	342
chr1	108782385	108782593	108782450	108782528	NBPF4	209	79	0.333333	True	209	1	209
chr1	108784631	108784860	108784696	108784795	NBPF4	230	100	0.5	True	230	1	230
chr1	108995738	108996082	108995803	108996017	NBPF6	345	215	0.333333	True	345	1	345
chr1	108996996	108997204	108997061	108997139	NBPF6	209	79	0.333333	True	209	1	209
chr1	108997943	108998284	108998008	108998219	NBPF6	342	212	0.333333	True	342	1	342
chr1	108999564	108999745	108999629	108999680	NBPF6	182	52	0.5	True	182	1	182
chr1	108999805	109000021	108999870	108999956	NBPF6	217	87	0.5	True	217	1	217
chr1	109003690	109003871	109003755	109003806	NBPF6	182	52	0.5	True	182	1	182
chr1	109004473	109004775	109004538	109004710	NBPF6	303	173	0.5	True	303	1	303
chr1	120935799	120935959	120935864	120935894	FCGR1B	161	31	0	True	161	1	161
chr1	121128302	121128533	121128367	121128468	SRGAP2D	232	102	0.896551724138	True	48	0.206896551724	48
chr1	143897482	143897706	143897547	143897641	FAM72C	225	95	0.5	True	225	1	225
chr1	143897482	143897706	143897547	143897641	FAM72D	225	95	0.5	True	225	1	225
chr1	144180999	144181301	144181064	144181236	NBPF20	303	173	0.0623203267327	True	303	1	303
chr1	144182631	144182933	144182696	144182868	NBPF20	303	173	0.882838283828	True	71	0.234323432343	71
chr1	144183523	144183704	144183588	144183639	NBPF20	182	52	0.5	True	182	1	182
chr1	144184187	144184489	144184252	144184424	NBPF20	303	173	0.125988	True	303	1	303
chr1	144185763	144186065	144185828	144186000	NBPF20	303	173	0.612981339934	True	145	0.478547854785	145
chr1	144190517	144190819	144190582	144190754	NBPF20	303	173	0.0623203267327	True	303	1	303
chr1	144191404	144191642	144191469	144191577	NBPF20	239	109	0.166667	True	239	1	239
chr1	144192141	144192443	144192206	144192378	NBPF20	303	173	0.119063930693	True	303	1	303
chr1	144193695	144193997	144193760	144193932	NBPF20	303	173	0.0762378151815	True	303	1	303
chr1	144194577	144194758	144194642	144194693	NBPF20	182	52	0.333333	True	182	1	182
chr1	144195279	144195581	144195344	144195516	NBPF20	303	173	0.184766564356	True	303	1	303
chr1	144197803	144197984	144197868	144197919	NBPF20	182	52	0.5	True	182	1	182
chr1	144201640	144201942	144201705	144201877	NBPF20	303	173	0.125988	True	303	1	303
chr1	144202522	144202703	144202587	144202638	NBPF20	182	52	0.333333	True	182	1	182
chr1	144203234	144203536	144203299	144203471	NBPF20	303	173	0.276353825083	True	303	1	303
chr1	144204121	144204359	144204186	144204294	NBPF20	239	109	0.322175443515	True	239	1	239
chr1	144204860	144205162	144204925	144205097	NBPF20	303	173	0.428492706271	True	303	1	303
chr1	144215963	144216265	144216028	144216200	NBPF20	303	173	0.125988	True	303	1	303
chr1	144216845	144217026	144216910	144216961	NBPF20	182	52	0.5	True	182	1	182
chr1	144217547	144217849	144217612	144217784	NBPF20	303	173	0.0623203267327	True	303	1	303
chr1	144218434	144218672	144218499	144218607	NBPF20	239	109	0.166667	True	239	1	239
chr1	144219171	144219473	144219236	144219408	NBPF20	303	173	0.119063930693	True	303	1	303
chr1	144222314	144222616	144222379	144222551	NBPF20	303	173	0.115681270627	True	303	1	303
chr1	144223201	144223439	144223266	144223374	NBPF20	239	109	0.243305439331	True	239	1	239
chr1	144223938	144224240	144224003	144224175	NBPF20	303	173	0	True	303	1	303
chr1	144621382	144621721	144621447	144621656	NBPF8	340	210	0.194348597059	True	279	0.820588235294	257
chr1	144621382	144621721	144621447	144621656	NBPF9	340	210	0.194348597059	True	279	0.820588235294	257
chr1	144826868	144827170	144826933	144827105	NBPF8	303	173	0.644664508251	True	133	0.438943894389	133
chr1	144826868	144827170	144826933	144827105	NBPF9	303	173	0.644664508251	True	133	0.438943894389	133
chr1	145299665	145300004	145299730	145299939	NBPF10	340	210	0.95023095	True	22	0.0647058823529	22
chr1	145314839	145315141	145314904	145315076	NBPF10	303	173	0.782178217822	True	132	0.435643564356	132
chr1	145314839	145315141	145314904	145315076	NBPF20	303	173	0.782178217822	True	132	0.435643564356	132
chr1	145314839	145315141	145314904	145315076	NBPF9	303	173	0.782178217822	True	132	0.435643564356	132
chr1	145319559	145319861	145319624	145319796	NBPF10	303	173	0.782178217822	True	132	0.435643564356	132
chr1	145319559	145319861	145319624	145319796	NBPF20	303	173	0.782178217822	True	132	0.435643564356	132
chr1	145324283	145324585	145324348	145324520	NBPF10	303	173	0.501925234323	True	208	0.686468646865	208
chr1	145333732	145334034	145333797	145333969	NBPF10	303	173	0.249504891089	True	303	1	303
chr1	145333732	145334034	145333797	145333969	NBPF20	303	173	0.249504891089	True	303	1	303
chr1	145334619	145334857	145334684	145334792	NBPF10	239	109	0.449093343096	True	239	1	239
chr1	145334619	145334857	145334684	145334792	NBPF20	239	109	0.449093343096	True	239	1	239
chr1	145336864	145337166	145336929	145337101	NBPF10	303	173	0.325357234323	True	303	1	303
chr1	145336864	145337166	145336929	145337101	NBPF20	303	173	0.325357234323	True	303	1	303
chr1	145338452	145338754	145338517	145338689	NBPF10	303	173	0.249504891089	True	303	1	303
chr1	145338452	145338754	145338517	145338689	NBPF20	303	173	0.249504891089	True	303	1	303
chr1	145339339	145339577	145339404	145339512	NBPF10	239	109	0.449093343096	True	239	1	239
chr1	145339339	145339577	145339404	145339512	NBPF20	239	109	0.449093343096	True	239	1	239
chr1	145341584	145341886	145341649	145341821	NBPF10	303	173	0.325357234323	True	303	1	303
chr1	145341584	145341886	145341649	145341821	NBPF20	303	173	0.325357234323	True	303	1	303
chr1	145343176	145343478	145343241	145343413	NBPF10	303	173	0.249504891089	True	303	1	303
chr1	145343176	145343478	145343241	145343413	NBPF20	303	173	0.249504891089	True	303	1	303
chr1	145344063	145344301	145344128	145344236	NBPF10	239	109	0.796373677824	True	73	0.305439330544	73
chr1	145344063	145344301	145344128	145344236	NBPF20	239	109	0.796373677824	True	73	0.305439330544	73
chr1	145346308	145346610	145346373	145346545	NBPF10	303	173	0.325357234323	True	303	1	303
chr1	145346308	145346610	145346373	145346545	NBPF20	303	173	0.325357234323	True	303	1	303
chr1	145347900	145348202	145347965	145348137	NBPF10	303	173	0.409240821782	True	249	0.821782178218	156
chr1	145347900	145348202	145347965	145348137	NBPF20	303	173	0.409240821782	True	249	0.821782178218	156
chr1	145352620	145352922	145352685	145352857	NBPF10	303	173	0.251100151815	True	303	1	303
chr1	145352620	145352922	145352685	145352857	NBPF20	303	173	0.251100151815	True	303	1	303
chr1	145363614	145363916	145363679	145363851	NBPF10	303	173	0.292024141914	True	303	1	303
chr1	145363614	145363916	145363679	145363851	NBPF20	303	173	0.292024141914	True	303	1	303
chr1	145883803	145884063	145883868	145883998	GPR89B	261	131	0.5	True	261	1	261
chr1	145884790	145885000	145884855	145884935	GPR89B	211	81	0.5	True	211	1	211
chr1	145897020	145897259	145897085	145897194	GPR89B	240	110	0.5	True	240	1	240
chr1	145899341	145899559	145899406	145899494	GPR89B	219	89	0.5	True	219	1	219
chr1	145916660	145916885	145916725	145916820	GPR89B	226	96	0.5	True	226	1	226
chr1	145918893	145919112	145918958	145919047	GPR89B	220	90	0.5	True	220	1	220
chr1	145922963	145923158	145923028	145923093	GPR89B	196	66	0.5	True	196	1	196
chr1	145923172	145923508	145923237	145923443	GPR89B	337	207	0.5	True	337	1	337
chr1	146034327	146034473	146034392	146034408	NBPF11	147	17	0.5	True	147	1	147
chr1	146034974	146035212	146035039	146035147	NBPF11	239	109	0.5	True	239	1	239
chr1	146036624	146036805	146036689	146036740	NBPF11	182	52	0.5	True	182	1	182
chr1	146037385	146037687	146037450	146037622	NBPF11	303	173	0.5	True	303	1	303
chr1	146039731	146039912	146039796	146039847	NBPF11	182	52	0.5	True	182	1	182
chr1	146040825	146041118	146040890	146041053	NBPF11	294	164	0.673469387755	True	192	0.65306122449	192
chr1	146046225	146046560	146046290	146046495	NBPF11	336	206	0.5	True	336	1	336
chr1	146046895	146047097	146046960	146047032	NBPF11	203	73	0.5	True	203	1	203
chr1	146048004	146048348	146048069	146048283	NBPF11	345	215	0.5	True	345	1	345
chr1	146049052	146049284	146049117	146049219	NBPF11	233	103	0.5	True	233	1	233
chr1	146054234	146054578	146054299	146054513	NBPF11	345	215	0.808695652174	True	132	0.382608695652	132
chr1	146055280	146055512	146055345	146055447	NBPF11	233	103	0.684549356223	True	147	0.630901287554	147
chr1	146057210	146057549	146057275	146057484	NBPF11	340	210	0.611764705882	True	264	0.776470588235	264
chr1	146066050	146066306	146066115	146066241	NBPF11	257	127	0.5	True	257	1	257
chr1	146419954	146420256	146420019	146420191	NBPF12	303	173	0.942244247525	True	21	0.0693069306931	21
chr1	146419954	146420256	146420019	146420191	NBPF20	303	173	0.942244247525	True	21	0.0693069306931	21
chr1	146421494	146421796	146421559	146421731	NBPF20	303	173	0.2	True	303	1	303
chr1	146422376	146422557	146422441	146422492	NBPF20	182	52	0.25	True	182	1	182
chr1	146423098	146423400	146423163	146423335	NBPF20	303	173	0.125988	True	303	1	303
chr1	146423985	146424223	146424050	146424158	NBPF20	239	109	0.166667	True	239	1	239
chr1	146424719	146425021	146424784	146424956	NBPF20	303	173	0.20676569967	True	303	1	303
chr1	146425611	146425792	146425676	146425727	NBPF20	182	52	0.25	True	182	1	182
chr1	146426259	146426561	146426324	146426496	NBPF20	303	173	0.2	True	303	1	303
chr1	146427141	146427322	146427206	146427257	NBPF20	182	52	0.25	True	182	1	182
chr1	146427863	146428165	146427928	146428100	NBPF20	303	173	0.125988	True	303	1	303
chr1	146428750	146428988	146428815	146428923	NBPF20	239	109	0.166667	True	239	1	239
chr1	146435789	146436091	146435854	146436026	NBPF20	303	173	0.2	True	303	1	303
chr1	146436671	146436852	146436736	146436787	NBPF20	182	52	0.25	True	182	1	182
chr1	146437393	146437695	146437458	146437630	NBPF20	303	173	0.125988	True	303	1	303
chr1	146438280	146438518	146438345	146438453	NBPF20	239	109	0.166667	True	239	1	239
chr1	146443628	146443930	146443693	146443865	NBPF20	303	173	0.261881066007	True	303	1	303
chr1	146444510	146444691	146444575	146444626	NBPF20	182	52	0.5	True	182	1	182
chr1	146446859	146447071	146446924	146447006	NBPF20	213	83	0.196713647887	True	213	1	213
chr1	146448309	146448611	146448374	146448546	NBPF10	303	173	0.980748082508	True	7	0.023102310231	7
chr1	146448309	146448611	146448374	146448546	NBPF12	303	173	0.980748082508	True	7	0.023102310231	7
chr1	146448309	146448611	146448374	146448546	NBPF20	303	173	0.980748082508	True	7	0.023102310231	7
chr1	146449191	146449372	146449256	146449307	NBPF10	182	52	0.5	True	182	1	182
chr1	146449913	146450215	146449978	146450150	NBPF10	303	173	0.125988	True	303	1	303
chr1	146450800	146451038	146450865	146450973	NBPF10	239	109	0.166667	True	239	1	239
chr1	146451534	146451836	146451599	146451771	NBPF10	303	173	0.363586085809	True	303	1	303
chr1	146454673	146454975	146454738	146454910	NBPF12	303	173	0.965346534653	True	21	0.0693069306931	21
chr1	146454673	146454975	146454738	146454910	NBPF20	303	173	0.965346534653	True	21	0.0693069306931	21
chr1	146455560	146455798	146455625	146455733	NBPF12	239	109	0.166667	True	239	1	239
chr1	146455560	146455798	146455625	146455733	NBPF20	239	109	0.166667	True	239	1	239
chr1	146456294	146456596	146456359	146456531	NBPF10	303	173	0.363586085809	True	303	1	303
chr1	146456294	146456596	146456359	146456531	NBPF12	303	173	0.363586085809	True	303	1	303
chr1	146456294	146456596	146456359	146456531	NBPF20	303	173	0.363586085809	True	303	1	303
chr1	146457186	146457367	146457251	146457302	NBPF10	182	52	0.333333	True	182	1	182
chr1	146457833	146458135	146457898	146458070	NBPF10	303	173	0.261881066007	True	303	1	303
chr1	146459433	146459735	146459498	146459670	NBPF10	303	173	0.125988	True	303	1	303
chr1	146461946	146462127	146462011	146462062	NBPF10	182	52	0.333333	True	182	1	182
chr1	146461946	146462127	146462011	146462062	NBPF12	182	52	0.333333	True	182	1	182
chr1	146461946	146462127	146462011	146462062	NBPF20	182	52	0.333333	True	182	1	182
chr1	146462593	146462895	146462658	146462830	NBPF10	303	173	0.261881066007	True	303	1	303
chr1	146462593	146462895	146462658	146462830	NBPF12	303	173	0.261881066007	True	303	1	303
chr1	146462593	146462895	146462658	146462830	NBPF20	303	173	0.261881066007	True	303	1	303
chr1	146463475	146463656	146463540	146463591	NBPF12	182	52	0.5	True	182	1	182
chr1	146463475	146463656	146463540	146463591	NBPF20	182	52	0.5	True	182	1	182
chr1	146464199	146464501	146464264	146464436	NBPF12	303	173	0.125988	True	303	1	303
chr1	146464199	146464501	146464264	146464436	NBPF20	303	173	0.125988	True	303	1	303
chr1	147425502	147425762	147425567	147425697	GPR89B	261	131	0.5	True	261	1	261
chr1	147425512	147425762	147425577	147425697	GPR89B	251	121	0.5	True	251	1	251
chr1	147426489	147426699	147426554	147426634	GPR89B	211	81	0.5	True	211	1	211
chr1	147438721	147438960	147438786	147438895	GPR89B	240	110	0.5	True	240	1	240
chr1	147441042	147441260	147441107	147441195	GPR89B	219	89	0.5	True	219	1	219
chr1	147458366	147458591	147458431	147458526	GPR89B	226	96	0.5	True	226	1	226
chr1	147460599	147460818	147460664	147460753	GPR89B	220	90	0.5	True	220	1	220
chr1	147464669	147464864	147464734	147464799	GPR89B	196	66	0.5	True	196	1	196
chr1	147464878	147465214	147464943	147465149	GPR89B	337	207	0.5	True	337	1	337
chr1	147575881	147576254	147575946	147576189	NBPF8	374	244	0.5	True	374	1	374
chr1	147576108	147576254	147576173	147576189	NBPF11	147	17	0.5	True	147	1	147
chr1	147576755	147576993	147576820	147576928	NBPF11	239	109	0.5	True	239	1	239
chr1	147576755	147576993	147576820	147576928	NBPF8	239	109	0.5	True	239	1	239
chr1	147578401	147578582	147578466	147578517	NBPF11	182	52	0.5	True	182	1	182
chr1	147579162	147579464	147579227	147579399	NBPF11	303	173	0.5	True	303	1	303
