#chrom	chromStart	chromEnd
chr1	110987217	110987218
chr1	111054527	111054528
chr1	112189055	112189056
chr1	112929848	112929849
chr1	112968618	112968619
chr1	113236287	113236288
chr1	113328403	113328404
chr1	113440212	113440213
chr1	113959066	113959067
chr1	113959077	113959078
chr1	113959078	113959079
chr1	113959082	113959083
chr1	113959087	113959088
chr1	114064034	114064035
chr1	114554281	114554282
chr1	114554294	114554295
chr1	114554296	114554297
chr1	114715491	114715492
chr1	116842880	116842881
chr1	116842882	116842883
chr1	116842884	116842885
chr1	117940267	117940268
chr1	118929959	118929960
chr1	118929989	118929990
chr1	119483348	119483349
chr1	119544609	119544610
chr1	119743037	119743038
chr1	120154704	120154705
chr1	120590385	120590386
chr1	120751130	120751131
chr1	120881112	120881113
chr1	121137792	121137793
chr1	121140480	121140481
chr1	121353197	121353198
chr1	121362919	121362920
chr1	142539200	142539201
chr1	142540779	142540780
chr1	142542117	142542118
chr1	142556048	142556049
chr1	142556054	142556055
chr1	142574750	142574751
chr1	142583350	142583351
chr1	142590060	142590061
chr1	142590087	142590088
chr1	142638705	142638706
chr1	142641562	142641563
chr1	142647289	142647290
chr1	142672444	142672445
chr1	142701055	142701056
chr1	142782835	142782836
chr1	142794817	142794818
chr1	143140349	143140350
chr1	143140350	143140351
chr1	143140351	143140352
chr1	143140353	143140354
chr1	143177287	143177288
chr1	143179813	143179814
chr1	143349100	143349101
chr1	143453789	143453790
chr1	143486925	143486926
chr1	143494464	143494465
chr1	143502834	143502835
chr1	143534036	143534037
chr1	143538807	143538808
chr1	143543600	143543601
chr1	143988643	143988644
chr1	143988645	143988646
chr1	144826685	144826686
chr1	144833037	144833038
chr1	145024575	145024576
chr1	145051478	145051479
chr1	145063539	145063540
chr1	145085140	145085141
chr1	145109303	145109304
chr1	145116298	145116299
chr1	145137780	145137781
chr1	145152593	145152594
chr1	145206281	145206282
chr1	145278744	145278745
chr1	145278798	145278799
chr1	145278800	145278801
chr1	145278802	145278803
chr1	145423850	145423851
chr1	145618992	145618993
chr1	146617984	146617985
chr1	147177096	147177097
chr1	147247279	147247280
chr1	147247315	147247316
chr1	147247325	147247326
chr1	147304517	147304518
chr1	147311375	147311376
chr1	147392669	147392670
chr1	147393292	147393293
chr1	148002115	148002116
chr1	148359096	148359097
chr1	148597044	148597045
chr1	148639027	148639028
chr1	148643704	148643705
chr1	148850129	148850130
chr1	148859905	148859906
chr1	148874697	148874698
chr1	148889542	148889543
chr1	148943094	148943095
chr1	149032645	149032646
chr1	149034003	149034004
chr1	149034729	149034730
chr1	149206723	149206724
chr1	149215758	149215759
chr1	149741680	149741681
chr1	149751710	149751711
chr1	150143392	150143393
chr1	150143398	150143399
chr1	150159134	150159135
chr1	150459375	150459376
chr1	150478953	150478954
chr1	150495362	150495363
chr1	150495422	150495423
chr1	151228820	151228821
chr1	151418729	151418730
chr1	151851363	151851364
chr1	152168033	152168034
chr1	152230103	152230104
chr1	152436353	152436354
chr1	152873023	152873024
chr1	152936463	152936464
chr1	152936559	152936560
chr1	154506368	154506369
chr1	155119855	155119856
chr1	155304240	155304241
chr1	155860602	155860603
chr1	155860608	155860609
chr1	155909568	155909569
chr1	155924254	155924255
chr1	156929723	156929724
chr1	157005677	157005678
chr1	157462865	157462866
chr1	159170342	159170343
chr1	159853412	159853413
chr1	159946778	159946779
chr1	160610114	160610115
chr1	160700443	160700444
chr1	160734688	160734689
chr1	160734690	160734691
chr1	160946552	160946553
chr1	160961463	160961464
chr1	161529651	161529652
chr1	161548861	161548862
chr1	161548864	161548865
chr1	162231327	162231328
chr1	163296889	163296890
chr1	163296892	163296893
chr1	164032860	164032861
chr1	164241195	164241196
chr1	164315131	164315132
chr1	164462354	164462355
chr1	164462356	164462357
chr1	164476904	164476905
chr1	164476957	164476958
chr1	164871336	164871337
chr1	165552544	165552545
chr1	165721487	165721488
chr1	165820163	165820164
chr1	165890102	165890103
chr1	165944040	165944041
chr1	166335574	166335575
chr1	166637508	166637509
chr1	166646694	166646695
chr1	166975838	166975839
chr1	167057143	167057144
chr1	167422271	167422272
chr1	167530145	167530146
chr1	167770520	167770521
chr1	167866795	167866796
chr1	167866796	167866797
chr1	167866797	167866798
chr1	167866798	167866799
chr1	167866799	167866800
chr1	167866854	167866855
chr1	168785817	168785818
chr1	168849017	168849018
chr1	169001333	169001334
chr1	169515417	169515418
chr1	169621567	169621568
chr1	169962744	169962745
chr1	170523779	170523780
chr1	170941951	170941952
chr1	170941967	170941968
chr1	171516783	171516784
chr1	171546908	171546909
chr1	171620482	171620483
chr1	171852549	171852550
chr1	171852551	171852552
chr1	172663259	172663260
chr1	173053232	173053233
chr1	173757566	173757567
chr1	174141351	174141352
chr1	174802602	174802603
chr1	174916112	174916113
chr1	174916114	174916115
chr1	175028896	175028897
chr1	175028898	175028899
chr1	175028910	175028911
chr1	175028911	175028912
chr1	175028912	175028913
chr1	175129944	175129945
chr1	175209584	175209585
chr1	175209594	175209595
chr1	175209705	175209706
chr1	175209707	175209708
chr1	177498403	177498404
chr1	178627762	178627763
chr1	178681799	178681800
chr1	178704734	178704735
chr1	179144051	179144052
chr1	180046804	180046805
chr1	180203325	180203326
chr1	180319154	180319155
chr1	182479830	182479831
chr1	182690180	182690181
chr1	182690182	182690183
chr1	183550428	183550429
chr1	183806726	183806727
chr1	183946942	183946943
chr1	183946945	183946946
chr1	184183596	184183597
chr1	184183598	184183599
chr1	184183600	184183601
chr1	184183620	184183621
chr1	184183626	184183627
chr1	184297029	184297030
chr1	185197300	185197301
chr1	185629479	185629480
chr1	186826276	186826277
chr1	186826279	186826280
chr1	186826281	186826282
chr1	186826282	186826283
chr1	186826299	186826300
chr1	186826300	186826301
chr1	187647718	187647719
chr1	187761544	187761545
chr1	189464247	189464248
chr1	189464249	189464250
chr1	189799887	189799888
chr1	189799888	189799889
chr1	189961319	189961320
chr1	190595159	190595160
chr1	190627722	190627723
chr1	190664034	190664035
chr1	190664076	190664077
chr1	191035863	191035864
chr1	191068357	191068358
chr1	191229993	191229994
chr1	191418348	191418349
chr1	192477797	192477798
chr1	192525799	192525800
chr1	192525800	192525801
chr1	192525802	192525803
chr1	192832136	192832137
chr1	192832138	192832139
chr1	192832140	192832141
chr1	192832142	192832143
chr1	192832144	192832145
chr1	193012278	193012279
chr1	193086963	193086964
chr1	193203395	193203396
chr1	193618098	193618099
chr1	193760197	193760198
chr1	193821442	193821443
chr1	194570409	194570410
chr1	195253144	195253145
chr1	195442699	195442700
chr1	195442700	195442701
chr1	195552523	195552524
chr1	195954774	195954775
chr1	196360037	196360038
chr1	196683795	196683796
chr1	196683797	196683798
chr1	196854630	196854631
chr1	196854658	196854659
chr1	196854689	196854690
chr1	197133882	197133883
chr1	197225094	197225095
chr1	197957882	197957883
chr1	198477298	198477299
chr1	198477299	198477300
chr1	198477300	198477301
chr1	198477309	198477310
chr1	199068874	199068875
chr1	199068876	199068877
chr1	199068877	199068878
chr1	199068878	199068879
chr1	199130106	199130107
chr1	199130110	199130111
chr1	199181290	199181291
chr1	199447860	199447861
chr1	199447861	199447862
chr1	199447954	199447955
chr1	199447955	199447956
chr1	199447956	199447957
chr1	200043883	200043884
chr1	200102659	200102660
chr1	200102667	200102668
chr1	200102677	200102678
chr1	200111312	200111313
chr1	200785840	200785841
chr1	201411972	201411973
chr1	201922267	201922268
chr1	202142945	202142946
chr1	202174141	202174142
chr1	202174142	202174143
chr1	202174145	202174146
chr1	202174146	202174147
chr1	202174147	202174148
chr1	202517903	202517904
chr1	202574783	202574784
chr1	203475272	203475273
chr1	203738568	203738569
chr1	203981817	203981818
chr1	204154837	204154838
chr1	204177504	204177505
chr1	204204097	204204098
chr1	204204099	204204100
chr1	204639132	204639133
chr1	204640518	204640519
chr1	204905321	204905322
chr1	205062654	205062655
chr1	205062656	205062657
chr1	205062658	205062659
chr1	205062660	205062661
chr1	205509084	205509085
chr1	205509087	205509088
chr1	205509090	205509091
chr1	207289894	207289895
chr1	207289898	207289899
chr1	207291481	207291482
chr1	207291505	207291506
chr1	207414375	207414376
chr1	207590330	207590331
chr1	208014992	208014993
chr1	209106478	209106479
chr1	209394418	209394419
chr1	210068503	210068504
chr1	210500261	210500262
chr1	212147608	212147609
chr1	212322162	212322163
chr1	212555033	212555034
chr1	212555035	212555036
chr1	212697581	212697582
chr1	213083596	213083597
chr1	213087823	213087824
chr1	213169962	213169963
chr1	213169981	213169982
chr1	213580559	213580560
chr1	213718768	213718769
chr1	213718776	213718777
chr1	213775371	213775372
chr1	213775372	213775373
chr1	213775373	213775374
chr1	213775374	213775375
chr1	214607298	214607299
chr1	214634975	214634976
chr1	214853076	214853077
chr1	215180526	215180527
chr1	216952832	216952833
chr1	217200251	217200252
chr1	217527260	217527261
chr1	217698273	217698274
chr1	217981716	217981717
chr1	218113445	218113446
chr1	218134250	218134251
chr1	218134251	218134252
chr1	218245388	218245389
chr1	218381167	218381168
chr1	218400041	218400042
chr1	219547204	219547205
chr1	220080277	220080278
chr1	220134259	220134260
chr1	220565737	220565738
chr1	220565745	220565746
chr1	221017699	221017700
chr1	221648512	221648513
chr1	221697619	221697620
chr1	221697623	221697624
chr1	222574050	222574051
chr1	222574051	222574052
chr1	223315149	223315150
chr1	223352879	223352880
chr1	224113297	224113298
chr1	224200375	224200376
chr1	224202486	224202487
chr1	224203046	224203047
chr1	224265927	224265928
chr1	224288832	224288833
chr1	224698309	224698310
chr1	224938767	224938768
chr1	225272506	225272507
chr1	225272507	225272508
chr1	225272509	225272510
chr1	225272510	225272511
chr1	226393530	226393531
chr1	226415470	226415471
chr1	227068241	227068242
chr1	227386174	227386175
chr1	227418508	227418509
chr1	227418516	227418517
chr1	228097483	228097484
chr1	228771371	228771372
chr1	228916722	228916723
chr1	229101383	229101384
chr1	229554401	229554402
chr1	229657226	229657227
chr1	229723357	229723358
chr1	230291951	230291952
chr1	230762436	230762437
chr1	231496065	231496066
chr1	232286270	232286271
chr1	232301307	232301308
chr1	232332381	232332382
chr1	232344594	232344595
chr1	232344595	232344596
chr1	232356440	232356441
chr1	232426604	232426605
chr1	232679872	232679873
chr1	232699980	232699981
chr1	232699981	232699982
chr1	232699983	232699984
chr1	232824740	232824741
chr1	232983965	232983966
chr1	233216144	233216145
chr1	233798013	233798014
chr1	233956280	233956281
chr1	234195361	234195362
chr1	234202577	234202578
chr1	234287957	234287958
chr1	234633957	234633958
chr1	234935081	234935082
chr1	235167894	235167895
chr1	235184553	235184554
chr1	235393930	235393931
chr1	235402170	235402171
chr1	235464353	235464354
chr1	235518093	235518094
chr1	236079446	236079447
chr1	236097627	236097628
chr1	236403132	236403133
chr1	236482028	236482029
chr1	236523837	236523838
chr1	236569218	236569219
chr1	236641649	236641650
chr1	236760555	236760556
chr1	236760556	236760557
chr1	236796446	236796447
chr1	236796518	236796519
chr1	237311828	237311829
chr1	237804760	237804761
chr1	237878290	237878291
chr1	238196293	238196294
chr1	238214955	238214956
chr1	238214959	238214960
chr1	238214960	238214961
chr1	238214964	238214965
chr1	238219658	238219659
chr1	238670535	238670536
chr1	238716256	238716257
chr1	238864787	238864788
chr1	239487005	239487006
chr1	239489084	239489085
chr1	239567703	239567704
chr1	240037584	240037585
chr1	240037586	240037587
chr1	240405125	240405126
chr1	241123519	241123520
chr1	241527077	241527078
chr1	242056148	242056149
chr1	242085727	242085728
chr1	242085728	242085729
chr1	242120340	242120341
chr1	242183088	242183089
chr1	242550931	242550932
chr1	242556527	242556528
chr1	242558103	242558104
chr1	242657384	242657385
chr1	243019756	243019757
chr1	243043510	243043511
chr1	243131890	243131891
chr1	243225954	243225955
chr1	243457784	243457785
chr1	243690078	243690079
chr1	244070503	244070504
chr1	244319973	244319974
chr1	244319981	244319982
chr1	244763658	244763659
chr1	244864513	244864514
chr1	245170269	245170270
chr1	245406736	245406737
chr1	245433536	245433537
chr1	245509220	245509221
chr1	245786327	245786328
chr1	246043248	246043249
chr1	246590820	246590821
chr1	246667255	246667256
chr1	246806133	246806134
chr1	246841586	246841587
chr1	246841591	246841592
chr1	246937456	246937457
chr1	247507507	247507508
chr1	247559711	247559712
chr1	247801425	247801426
chr1	247832273	247832274
chr1	247952303	247952304
chr1	247952305	247952306
chr1	248003638	248003639
chr1	248003642	248003643
chr1	248090794	248090795
chr1	248598682	248598683
chr1	249064736	249064737
chr2	174338	174339
chr2	174340	174341
chr2	306646	306647
chr2	543761	543762
chr2	543876	543877
chr2	665599	665600
chr2	845910	845911
chr2	1218478	1218479
chr2	1218494	1218495
chr2	1321471	1321472
chr2	1321520	1321521
chr2	1541241	1541242
chr2	1541275	1541276
chr2	1541277	1541278
chr2	1570045	1570046
chr2	2299458	2299459
chr2	2299460	2299461
chr2	2576986	2576987
chr2	2786562	2786563
chr2	2786564	2786565
chr2	2786566	2786567
chr2	2786572	2786573
chr2	2814716	2814717
chr2	2876989	2876990
chr2	2910808	2910809
chr2	2910812	2910813
chr2	2910814	2910815
chr2	2953980	2953981
chr2	2956265	2956266
chr2	2956275	2956276
chr2	3273292	3273293
chr2	3273369	3273370
chr2	3300056	3300057
chr2	3452405	3452406
chr2	3637685	3637686
chr2	3637688	3637689
chr2	3639890	3639891
chr2	3909383	3909384
chr2	3909393	3909394
chr2	4229842	4229843
chr2	4450902	4450903
chr2	4990023	4990024
chr2	5294379	5294380
chr2	5701695	5701696
chr2	6393609	6393610
chr2	6393627	6393628
chr2	6485014	6485015
chr2	6614337	6614338
chr2	6622279	6622280
chr2	6765283	6765284
chr2	6818090	6818091
chr2	7130514	7130515
chr2	7329274	7329275
chr2	7329287	7329288
chr2	7329569	7329570
chr2	7329578	7329579
chr2	8461418	8461419
chr2	8657751	8657752
chr2	8812948	8812949
chr2	9298934	9298935
chr2	9426574	9426575
chr2	9661112	9661113
chr2	10042356	10042357
chr2	10653102	10653103
chr2	10735713	10735714
chr2	10946747	10946748
chr2	11187419	11187420
chr2	11223419	11223420
chr2	11253571	11253572
chr2	11378331	11378332
chr2	11642018	11642019
chr2	11816483	11816484
chr2	12142460	12142461
chr2	12263389	12263390
chr2	12263392	12263393
chr2	12263393	12263394
chr2	12293376	12293377
chr2	12293389	12293390
chr2	12293396	12293397
chr2	12293399	12293400
chr2	12293470	12293471
chr2	12577337	12577338
chr2	12578053	12578054
chr2	12607523	12607524
chr2	12607527	12607528
chr2	12607544	12607545
chr2	13502948	13502949
chr2	13640586	13640587
chr2	14381537	14381538
chr2	16005669	16005670
chr2	16134290	16134291
chr2	16158299	16158300
chr2	16409492	16409493
chr2	16481030	16481031
chr2	16513525	16513526
chr2	16627596	16627597
chr2	16774973	16774974
chr2	17310694	17310695
chr2	17659203	17659204
chr2	17959720	17959721
chr2	18422358	18422359
chr2	18601732	18601733
chr2	18613083	18613084
chr2	19942159	19942160
chr2	20708271	20708272
chr2	20836787	20836788
chr2	20836788	20836789
chr2	21415303	21415304
chr2	22572324	22572325
chr2	22722802	22722803
chr2	22848170	22848171
chr2	22912869	22912870
chr2	22912871	22912872
chr2	22912873	22912874
chr2	22912875	22912876
chr2	22921149	22921150
chr2	22921197	22921198
chr2	22921201	22921202
chr2	22921205	22921206
chr2	23113763	23113764
chr2	23113767	23113768
chr2	23113771	23113772
chr2	23113775	23113776
chr2	23113779	23113780
chr2	23340106	23340107
chr2	23363489	23363490
chr2	23371255	23371256
chr2	23602316	23602317
chr2	24474449	24474450
chr2	24607736	24607737
chr2	25048207	25048208
chr2	25052912	25052913
chr2	25447586	25447587
chr2	25612714	25612715
chr2	25749260	25749261
chr2	26079957	26079958
chr2	27154017	27154018
chr2	27154019	27154020
chr2	27163807	27163808
chr2	27532237	27532238
